,,,,,,,,,,,,,,,
MARKA,Ürün Adı,BARKOD-1,REFERANS-1,BARKOD-2,REFERANS-2,BARKOD-3,REFERANS-3,BARKOD-4,REFERANS-4,BARKOD-5,REFERANS-5,BARKOD-6,REFERANS-6,UNIQ KOD,UNIQ ÜRÜN ADI
DIOR,DSK MINERAL NUDE BRONZE PDR 002 INT18,3348901399661,C002000002,,,,,,,,,,, DIOR00000409,DIORSKIN MINERAL NUDE BRONZE PDR 002
DIOR,DSK MINERAL NUDE BRONZE PDR 003 INT18,3348901399678,C002000003,,,,,,,,,,, DIOR00000410,DIORSKIN MINERAL NUDE BRONZE PDR 003
DIOR,DSK MINERAL NUDE BRONZE PDR 004 INT18,3348901399685,C002000004,,,,,,,,,,, DIOR00000411,DIORSKIN MINERAL NUDE BRONZE PDR 004
DIOR,DSK MINERAL NUDE BRONZE PDR 005 INT18,3348901399692,C002000005,,,,,,,,,,, DIOR00000412,DIORSKIN MINERAL NUDE BRONZE PDR 005
DIOR,DSK MINERAL NUDE BRONZE PDR 006 INT18,3348901399708,C002000006,,,,,,,,,,, DIOR00000413,DIORSKIN MINERAL NUDE BRONZE PDR 006
DIOR,DIORSKIN FOREVER PERFECT MOUSSE FDT 010 ,3348901326155,F033260010,,,,,,,,,,, DIOR00000414,DIORSKIN FOREVER PERFECT MOUSSE FDT 010 
DIOR,DIORSKIN FOREVER PERFECT MOUSSE FDT 020 ,3348901326162,F033260020,,,,,,,,,,, DIOR00000415,DIORSKIN FOREVER PERFECT MOUSSE FDT 020 
DIOR,DIORSKIN FOREVER PERFECT MOUSSE FDT 022 ,3348901341165,F033260022,,,,,,,,,,, DIOR00000416,DIORSKIN FOREVER PERFECT MOUSSE FDT 022 
DIOR,DIORSKIN FOREVER PERFECT MOUSSE FDT 030 ,3348901326179,F033260030,,,,,,,,,,, DIOR00000417,DIORSKIN FOREVER PERFECT MOUSSE FDT 030 
DIOR,DIORSKIN FOREVER PERFECT MOUSSE FDT 040 ,3348901326186,F033260040,,,,,,,,,,, DIOR00000418,DIORSKIN FOREVER PERFECT MOUSSE FDT 040 
DIOR,DSK MIN NUDE MAT PDR 001 INT19,3348901456050,C002300001,,,,,,,,,,, DIOR00000419,DIORSKIN MINERAL NUDE MAT PDR 001
DIOR,DSK MIN NUDE MAT PDR 002 INT19,3348901456067,C002300002,,,,,,,,,,, DIOR00000420,DIORSKIN MINERAL NUDE MAT PDR 002
DIOR,DSK MIN NUDE MAT PDR 003 INT19,3348901456074,C002300003,,,,,,,,,,, DIOR00000421,DIORSKIN MINERAL NUDE MAT PDR 003
DIOR,DSK MIN NUDE MAT PDR 004 INT19,3348901456081,C002300004,,,,,,,,,,, DIOR00000422,DIORSKIN MINERAL NUDE MAT PDR 004
DIOR,DSK MIN NUDE MAT PDR 005 INT19,3348901456098,C002300005,,,,,,,,,,, DIOR00000423,DIORSKIN MINERAL NUDE MAT PDR 005
DIOR,DSK MIN NUDE MAT PDR 006 INT19,3348901456111,C002300006,,,,,,,,,,, DIOR00000424,DIORSKIN MINERAL NUDE MAT PDR 006
DIOR,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 010,3348901190527,F070695010,,,,,,,,,,, DIOR00000425,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 010
DIOR,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 020,3348901190558,F070695020,,,,,,,,,,, DIOR00000426,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 020
DIOR,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 030,3348901190589,F070695030,,,,,,,,,,, DIOR00000427,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 030
DIOR,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 022,3348901190572,F070695022,,,,,,,,,,, DIOR00000428,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 022
DIOR,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 032,3348901190602,F070695032,,,,,,,,,,, DIOR00000429,CAPTURE TOTALE TRIPLE CORRECTING SERUM FOUNDATION 032
DIOR,DSK ROUGE BLUSH 614 ,3348901405393,C000000614,,,,,,,,,,, DIOR00000443,DIORSKIN ROUGE BLUSH 614 
DIOR,DSK ROUGE BLUSH 169,3348901401623,C000000169,,,,,,,,,,, DIOR00000444,DIORSKIN ROUGE BLUSH 169
DIOR,DSK ROUGE BLUSH 465,3348901401616,C000000465,,,,,,,,,,, DIOR00000445,DIORSKIN ROUGE BLUSH 465
DIOR,COUL 5C COUTURE E/SHAD 189 ,3348901601962,C027400189,,,,,,,,,,, DIOR00002557,COUL 5C COUTURE E/SHAD 189 
DIOR,COUL 5C COUTURE E/SHAD 869 ,3348901602006,C027400869,,,,,,,,,,, DIOR00002558,COUL 5C COUTURE E/SHAD 869 
DIOR,DIORSHOW PUMP'N VOL 090 INT19,3348901447171,C008100090,,,,,,,,,,, DIOR00000484,DIORSHOW PUMP'N VOL 090
DIOR,DIORSHOW PUMP'N BROW 002 INT19,3348901447027,C008200002,,,,,,,,,,, DIOR00000485,DIORSHOW PUMP'N BROW 002
DIOR,DIORSHOW PUMP'N BROW 003 INT19,3348901447065,C008200003,,,,,,,,,,, DIOR00000486,DIORSHOW PUMP'N BROW 003
DIOR,DIORSHOW PUMP'N BROW 004 INT19,3348901447072,C008200004,,,,,,,,,,, DIOR00000487,DIORSHOW PUMP'N BROW 004
DIOR,DIORSHOW PUMP'N BROW 021 INT19,3348901447973,C008200021,,,,,,,,,,, DIOR00000488,DIORSHOW PUMP'N BROW 021
DIOR,DIORSHOW LINER STAR 001,3348901380072,F077725001,,,,,,,,,,, DIOR00000490,DIORSHOW LINER STAR 001
DIOR,DIORSHOW LINER STAR 091 ,3348901379908,F077725091,,,,,,,,,,, DIOR00000491,DIORSHOW LINER STAR 091 
DIOR,DIORSHOW LINER STAR 096 ,3348901379960,F077725096,,,,,,,,,,, DIOR00000492,DIORSHOW LINER STAR 096 
DIOR,DIORSHOW LINER STAR 296,3348901380034,F077725296,,,,,,,,,,, DIOR00000493,DIORSHOW LINER STAR 296
DIOR,DIORSHOW LINER STAR 351,3348901380041,F077725351,,,,,,,,,,, DIOR00000494,DIORSHOW LINER STAR 351
DIOR,DIORSHOW LINER STAR 461,3348901391658,F077725461,,,,,,,,,,, DIOR00000495,DIORSHOW LINER STAR 461
DIOR,DIORSHOW LINER STAR 466,3348901380058,F077725466,,,,,,,,,,, DIOR00000496,DIORSHOW LINER STAR 466
DIOR,DIORSHOW LINER STAR 781,3348901379984,F077725781,,,,,,,,,,, DIOR00000497,DIORSHOW LINER STAR 781
DIOR,DIORSHOW LINER STAR 851,3348901380089,F077725851,,,,,,,,,,, DIOR00000498,DIORSHOW LINER STAR 851
DIOR,DIORSHOW LINER STAR 876,3348901380003,F077725876,,,,,,,,,,, DIOR00000499,DIORSHOW LINER STAR 876
DIOR,DIORSHOW LINER STAR 061 FALL,3348901408523,F077725061,,,,,,,,,,, DIOR00000500,DIORSHOW LINER STAR 061 FALL
DIOR,DIORSHOW ALL DAY BROW INK 011,3348901398640,C000500011,,,,,,,,,,, DIOR00000501,DIORSHOW ALL DAY BROW INK 011
DIOR,DIORSHOW ALL DAY BROW INK 002,3348901398664,C000500002,,,,,,,,,,, DIOR00000502,DIORSHOW ALL DAY BROW INK 002
DIOR,DIORSHOW ALL DAY BROW INK 021,3348901398657,C000500021,,,,,,,,,,, DIOR00000503,DIORSHOW ALL DAY BROW INK 021
DIOR,DIORSHOW LINER STAR 176,3348901380027,F077725176,,,,,,,,,,, DIOR00000504,DIORSHOW LINER STAR 176
DIOR,DIORSHOW KHOL CRAY 529 ,3348901329484,F073930529,,,,,,,,,,, DIOR00000507,DIORSHOW KHOL CRAY 529 
DIOR,DIORSHOW BROW STYLER 011,3348901302418,F072613011,,,,,,,,,,, DIOR00000510,DIORSHOW BROW STYLER 011
DIOR,DIORSHOW BROW STYLER 021 ,3348901354929,F072613021,,,,,,,,,,, DIOR00000511,DIORSHOW BROW STYLER 021 
DIOR,DIORSHOW MASC 090 EU/US15 BLACK,3348901252881,F069740090,,,,,,,,,,, DIOR00000512,DIORSHOW MASCARA 090 EU/US15 BLACK
DIOR,DIORSHOW MASC 698 EU/US15 BROWN,3348901252904,F069740698,,,,,,,,,,, DIOR00000513,DIORSHOW MASCARA 698 EU/US15 BROWN
DIOR,DIORSHOW MASC 258 EU/US15 BLUE,3348901252898,F069740258,,,,,,,,,,, DIOR00000514,DIORSHOW MASCARA 258 EU/US15 BLUE
DIOR,MASCARA DIORSHOW W/P BLACK 099,3348900865433,F069725099,,,,,,,,,,, DIOR00000516,DIORSHOW MASCARA W/P BLACK 099
DIOR,DIORSHOW NEW LOOK  MASCARA 090 INT12 ,3348901001915,F069710090,,,,,,,,,,, DIOR00000517,DIORSHOW NEW LOOK MASCARA 090
DIOR,DIORSHOW ICONIC  090 BLACK,3348900877733,F069610090,,,,,,,,,,, DIOR00000518,DIORSHOW ICONIC 090 BLACK
DIOR,DIORSHOW ICONIC  268 MARINE,3348900877740,F069610268,,,,,,,,,,, DIOR00000519,DIORSHOW ICONIC 268 MARINE
DIOR,DIORSHOW ICONIC 698 CHESTNUT,3348900877757,F069610698,,,,,,,,,,, DIOR00000520,DIORSHOW ICONIC 698 CHESTNUT
DIOR,DIORSHOW ICONIC EXTREME 090 BLACK,3348900910034,F069614090,,,,,,,,,,, DIOR00000521,DIORSHOW ICONIC EXTREME 090 BLACK
DIOR,DIORSHOW MONO E/SHAD 296 INT16,3348901302005,F014716296,,,,,,,,,,, DIOR00000523,DIORSHOW MONO E/SHAD 296
DIOR,DIORSHOW MONO E/SHAD 026 INT16,3348901301947,F014716026,,,,,,,,,,, DIOR00000524,DIORSHOW MONO E/SHAD 026
DIOR,DIORSHOW MONO E/SHAD 826 INT16,3348901301992,F014716826,,,,,,,,,,, DIOR00000525,DIORSHOW MONO E/SHAD 826
DIOR,DIORSHOW MONO E/SHAD 045 INT16,3348901302012,F014716045,,,,,,,,,,, DIOR00000526,DIORSHOW MONO E/SHAD 045
DIOR,DIORSHOW MONO E/SHAD 071 INT16,3348901301961,F014716071,,,,,,,,,,, DIOR00000527,DIORSHOW MONO E/SHAD 071
DIOR,DIORSHOW MONO E/SHAD 516 INT16,3348901301916,F014716516,,,,,,,,,,, DIOR00000528,DIORSHOW MONO E/SHAD 516
DIOR,DIORSHOW MONO E/SHAD 583 INT16,3348901301770,F014716583,,,,,,,,,,, DIOR00000529,DIORSHOW MONO E/SHAD 583
DIOR,DIORSHOW MONO E/SHAD 616 INT16,3348901301930,F014716616,,,,,,,,,,, DIOR00000530,DIORSHOW MONO E/SHAD 616
DIOR,DIORSHOW MONO E/SHAD 623 INT16,3348901301923,F014716623,,,,,,,,,,, DIOR00000531,DIORSHOW MONO E/SHAD 623
DIOR,DIORSHOW MONO E/SHAD 658 INT16,3348901301954,F014716658,,,,,,,,,,, DIOR00000532,DIORSHOW MONO E/SHAD 658
DIOR,DIORSHOW MONO E/SHAD 006 INT16,3348901301909,F014716006,,,,,,,,,,, DIOR00000533,DIORSHOW MONO E/SHAD 006
DIOR,DIORSHOW MONO E/SHAD 756 INT16,3348901301763,F014716756,,,,,,,,,,, DIOR00000534,DIORSHOW MONO E/SHAD 756
DIOR,DIORSHOW MONO E/SHAD 848 INT16,3348901301817,F014716848,,,,,,,,,,, DIOR00000535,DIORSHOW MONO E/SHAD 848
DIOR,EYELINER WATERPROOF 184,3348901412032,F085305184,,,,,,,,,,, DIOR00000539,EYELINER WATERPROOF 184
DIOR,ADD LIPSTICK 524 INT22,3348901625586,C029100524,,,,,,,,,,, DIOR00002596,ADD LIPSTICK 524 INT22
DIOR,ADD LIPSTICK 856 INT22,3348901610063,C029100856,,,,,,,,,,, DIOR00002597,ADD LIPSTICK 856 INT22
DIOR,ADD LIPSTICK 527 INT22,3348901609852,C029100527,,,,,,,,,,, DIOR00002601,ADD LIPSTICK 527 INT22
DIOR,ADD LIPSTICK 872 INT22,3348901610759,C029100872,,,,,,,,,,, DIOR00002604,ADD LIPSTICK 872 INT22
DIOR,ADD LIPSTICK 718 INT22,3348901609999,C029100718,,,,,,,,,,, DIOR00002611,ADD LIPSTICK 718 INT22
DIOR,ADD LIPSTICK 716 INT22,3348901609975,C029100716,,,,,,,,,,, DIOR00002613,ADD LIPSTICK 716 INT22
DIOR,ADD LIPSTICK 331 INT22,3348901609791,C029100331,,,,,,,,,,, DIOR00002617,ADD LIPSTICK 331 INT22
DIOR,ADD LIPSTICK 558 INT22,3348901609883,C029100558,,,,,,,,,,, DIOR00002623,ADD LIPSTICK 558 INT22
DIOR,ADD LIPSTICK 628 INT22,3348901609913,C029100628,,,,,,,,,,, DIOR00002628,ADD LIPSTICK 628 INT22
DIOR,ADD LIPSTICK 972 INT22,3348901610117,C029100972,,,,,,,,,,, DIOR00002630,ADD LIPSTICK 972 INT22
DIOR,RGE DIOR EXT SATIN 100 INT21,3348901580304,C017300100,,,,,,,,,,, DIOR00000554,ROUGE DIOR EXT SATIN 100
DIOR,RGE DIOR VERNIS 400 INT22,3348901625821,F000355400,,,,,,,,,,, DIOR00000559,ROUGE DIOR VERNIS 400
DIOR,ADD LIP GLOW 020 INT21,3348901550741,C021400020,,,,,,,,,,, DIOR00000578,ADD LIP GLOW 020
DIOR,ADD LIP GLOW 004 INT21,3348901550635,C021400004,,,,,,,,,,, DIOR00000580,ADD LIP GLOW 004
DIOR,ADD LIP GLOW 011 INT21,3348901550697,C021400011,,,,,,,,,,, DIOR00000581,ADD LIP GLOW 011
DIOR,ADD LIP GLOW 015 INT21,3348901550727,C021400015,,,,,,,,,,, DIOR00000582,ADD LIP GLOW 015
DIOR,ADD LIP MAX 020 SUM INT20,3348901509336,C006500020,,,,,,,,,,, DIOR00000583,ADD LIP MAX 020 SUM
DIOR,ADD LIP GLOW 008 INT21,3348901550673,C021400008,,,,,,,,,,, DIOR00000584,ADD LIP GLOW 008
DIOR,ADD LIP MAX 015 INT21,3348901550765,C006500015,,,,,,,,,,, DIOR00000585,ADD LIP MAX 015
DIOR,ROUGE DIOR EXT MAT 710 INT21,3348901527170,C017500710,,,,,,,,,,, DIOR00000598,ROUGE DIOR EXT MAT 710
DIOR,ROUGE DIOR MAT 060 INT21,3348901535045,C017400060,,,,,,,,,,, DIOR00000604,ROUGE DIOR MAT 060
DIOR,ROUGE DIOR MAT 771 INT21,3348901526968,C017400771,,,,,,,,,,, DIOR00000609,ROUGE DIOR MAT 771
DIOR,ROUGE DIOR MAT 888 INT21,3348901526821,C017400888,,,,,,,,,,, DIOR00000612,ROUGE DIOR MAT 888
DIOR,ROUGE DIOR MAT 895 INT21,3348901537575,C017400895,,,,,,,,,,, DIOR00000613,ROUGE DIOR MAT 895
DIOR,ROUGE DIOR SATIN 520 INT21,3348901526685,C017200520,,,,,,,,,,, DIOR00000622,ROUGE DIOR SATIN 520
DIOR,ADD STELLAR HALO SHINE 384 INT20,3348901504119,C013400384,,,,,,,,,,, DIOR00000633,ADDICT STELLAR HALO SHINE 384
DIOR,ADD STELLAR HALO SHINE 536 INT20,3348901504003,C013400536,,,,,,,,,,, DIOR00000634,ADDICT STELLAR HALO SHINE 536
DIOR,ADD STELLAR HALO SHINE 543 INT20,3348901504126,C013400543,,,,,,,,,,, DIOR00000635,ADDICT STELLAR HALO SHINE 543
DIOR,ADD STELLAR HALO SHINE 578 INT20,3348901504027,C013400578,,,,,,,,,,, DIOR00000636,ADDICT STELLAR HALO SHINE 578
DIOR,ADD STELLAR HALO SHINE 620 INT20,3348901513500,C013400620,,,,,,,,,,, DIOR00000637,ADDICT STELLAR HALO SHINE 620
DIOR,ADD STELLAR HALO SHINE 630 INT20,3348901504232,C013400630,,,,,,,,,,, DIOR00000638,ADDICT STELLAR HALO SHINE 630
DIOR,ADD STELLAR HALO SHINE 645 INT20,3348901504065,C013400645,,,,,,,,,,, DIOR00000639,ADDICT STELLAR HALO SHINE 645
DIOR,ADD STELLAR HALO SHINE 667 INT20,3348901504034,C013400667,,,,,,,,,,, DIOR00000640,ADDICT STELLAR HALO SHINE 667
DIOR,ADD STELLAR HALO SHINE 669 INT20,3348901504225,C013400669,,,,,,,,,,, DIOR00000641,ADDICT STELLAR HALO SHINE 669
DIOR,ADD STELLAR HALO SHINE 765 INT20,3348901504188,C013400765,,,,,,,,,,, DIOR00000642,ADDICT STELLAR HALO SHINE 765
DIOR,ADD STELLAR HALO SHINE 847 INT20,3348901513494,C013400847,,,,,,,,,,, DIOR00000643,ADDICT STELLAR HALO SHINE 847
DIOR,ADD STELLAR HALO SHINE 892 INT20,3348901504096,C013400892,,,,,,,,,,, DIOR00000644,ADDICT STELLAR HALO SHINE 892
DIOR,ADD STELLAR HALO SHINE 894 INT20,3348901504218,C013400894,,,,,,,,,,, DIOR00000645,ADDICT STELLAR HALO SHINE 894
DIOR,ADD STELLAR HALO SHINE 976 INT20,3348901503990,C013400976,,,,,,,,,,, DIOR00000646,ADDICT STELLAR HALO SHINE 976
DIOR,ADD STELLAR GLOSS 354 INT20,3348901500449,C013300354,,,,,,,,,,, DIOR00000647,ADDICT STELLAR GLOSS 354
DIOR,ADD STELLAR GLOSS 553 INT20,3348901500319,C013300553,,,,,,,,,,, DIOR00000648,ADDICT STELLAR GLOSS 553
DIOR,ADD STELLAR GLOSS 629 INT20,3348901500500,C013300629,,,,,,,,,,, DIOR00000649,ADDICT STELLAR GLOSS 629
DIOR,ADD STELLAR GLOSS 630 INT20,3348901500494,C013300630,,,,,,,,,,, DIOR00000650,ADDICT STELLAR GLOSS 630
DIOR,ADD STELLAR GLOSS 640 INT20,3348901500456,C013300640,,,,,,,,,,, DIOR00000651,ADDICT STELLAR GLOSS 640
DIOR,ADD STELLAR GLOSS 785 INT20,3348901504522,C013300785,,,,,,,,,,, DIOR00000652,ADDICT STELLAR GLOSS 785
DIOR,ADD STELLAR GLOSS 864 INT20,3348901500524,C013300864,,,,,,,,,,, DIOR00000653,ADDICT STELLAR GLOSS 864
DIOR,ADD STELLAR GLOSS 874 INT20,3348901500357,C013300874,,,,,,,,,,, DIOR00000654,ADDICT STELLAR GLOSS 874
DIOR,ADD STELLAR GLOSS 976 INT20,3348901500395,C013300976,,,,,,,,,,, DIOR00000655,ADDICT STELLAR GLOSS 976
DIOR,ADD STELLAR GLOSS 754 INT20,3348901500364,C013300754,,,,,,,,,,, DIOR00000656,ADDICT STELLAR GLOSS 754
DIOR,ADD LIPSTICK 744 INT20,3348901510790,C004800744,,,,,,,,,,, DIOR00000657,ADDICT LIPSTICK 744
DIOR,ADD LIPSTICK 847 INT20,3348901510806,C004800847,,,,,,,,,,, DIOR00000658,ADDICT LIPSTICK 847
DIOR,ADD STELLAR HALO SHINE 723 INT20,3348901504089,C013400723,,,,,,,,,,, DIOR00000659,ADDICT STELLAR HALO SHINE 723
DIOR,ADD STELLAR GLOSS 686 INT20,3348901500340,C013300686,,,,,,,,,,, DIOR00000660,ADDICT STELLAR GLOSS 686
DIOR,ADD STELLAR GLOSS 326 INT20,3348901500487,C013300326,,,,,,,,,,, DIOR00000661,ADDICT STELLAR GLOSS 326
DIOR,ROUGE DIOR ULTRA CARE LIQ 446 ,3348901472944,C010400446,,,,,,,,,,, DIOR00000670,ROUGE DIOR ULTRA CARE LIQ 446 
DIOR,ROUGE DIOR ULTRA CARE LIQ 459 ,3348901472913,C010400459,,,,,,,,,,, DIOR00000671,ROUGE DIOR ULTRA CARE LIQ 459 
DIOR,ROUGE DIOR ULTRA CARE LIQ 559 ,3348901473040,C010400559,,,,,,,,,,, DIOR00000672,ROUGE DIOR ULTRA CARE LIQ 559 
DIOR,ROUGE DIOR ULTRA CARE LIQ 639 ,3348901472975,C010400639,,,,,,,,,,, DIOR00000673,ROUGE DIOR ULTRA CARE LIQ 639 
DIOR,ROUGE DIOR ULTRA CARE LIQ 655 ,3348901472920,C010400655,,,,,,,,,,, DIOR00000674,ROUGE DIOR ULTRA CARE LIQ 655 
DIOR,ROUGE DIOR ULTRA CARE LIQ 675 ,3348901473064,C010400675,,,,,,,,,,, DIOR00000675,ROUGE DIOR ULTRA CARE LIQ 675 
DIOR,ROUGE DIOR ULTRA CARE LIQ 707 ,3348901479578,C010400707,,,,,,,,,,, DIOR00000676,ROUGE DIOR ULTRA CARE LIQ 707 
DIOR,ROUGE DIOR ULTRA CARE LIQ 760 ,3348901473026,C010400760,,,,,,,,,,, DIOR00000677,ROUGE DIOR ULTRA CARE LIQ 760 
DIOR,ROUGE DIOR ULTRA CARE LIQ 786 ,3348901473071,C010400786,,,,,,,,,,, DIOR00000678,ROUGE DIOR ULTRA CARE LIQ 786 
DIOR,ROUGE DIOR ULTRA CARE LIQ 808 ,3348901481045,C010400808,,,,,,,,,,, DIOR00000679,ROUGE DIOR ULTRA CARE LIQ 808 
DIOR,ROUGE DIOR ULTRA CARE LIQ 846 ,3348901472845,C010400846,,,,,,,,,,, DIOR00000680,ROUGE DIOR ULTRA CARE LIQ 846 
DIOR,ROUGE DIOR ULTRA CARE LIQ 855 ,3348901472869,C010400855,,,,,,,,,,, DIOR00000681,ROUGE DIOR ULTRA CARE LIQ 855 
DIOR,ROUGE DIOR ULTRA CARE LIQ 966 ,3348901472890,C010400966,,,,,,,,,,, DIOR00000682,ROUGE DIOR ULTRA CARE LIQ 966 
DIOR,ROUGE DIOR ULTRA CARE LIQ 989 ,3348901473033,C010400989,,,,,,,,,,, DIOR00000683,ROUGE DIOR ULTRA CARE LIQ 989 
DIOR,ROUGE DIOR ULTRA CARE LIQ 999 ,3348901472821,C010400999,,,,,,,,,,, DIOR00000684,ROUGE DIOR ULTRA CARE LIQ 999 
DIOR,ROUGE DIOR ULTRA CARE 328 ,3348901476485,C011300328,,,,,,,,,,, DIOR00000685,ROUGE DIOR ULTRA CARE 328 
DIOR,ROUGE DIOR ULTRA CARE 480 ,3348901476584,C011300480,,,,,,,,,,, DIOR00000686,ROUGE DIOR ULTRA CARE 480 
DIOR,ROUGE DIOR ULTRA CARE 580 ,3348901476553,C011300580,,,,,,,,,,, DIOR00000687,ROUGE DIOR ULTRA CARE 580 
DIOR,ROUGE DIOR ULTRA CARE 635 ,3348901476430,C011300635,,,,,,,,,,, DIOR00000688,ROUGE DIOR ULTRA CARE 635 
DIOR,ROUGE DIOR ULTRA CARE 655 ,3348901481069,C011300655,,,,,,,,,,, DIOR00000689,ROUGE DIOR ULTRA CARE 655 
DIOR,ROUGE DIOR ULTRA CARE 707 ,3348901476362,C011300707,,,,,,,,,,, DIOR00000690,ROUGE DIOR ULTRA CARE 707 
DIOR,ROUGE DIOR ULTRA CARE 749 ,3348901481083,C011300749,,,,,,,,,,, DIOR00000691,ROUGE DIOR ULTRA CARE 749 
DIOR,ROUGE DIOR ULTRA CARE 808 ,3348901476607,C011300808,,,,,,,,,,, DIOR00000692,ROUGE DIOR ULTRA CARE 808 
DIOR,ROUGE DIOR ULTRA CARE 848 ,3348901476546,C011300848,,,,,,,,,,, DIOR00000693,ROUGE DIOR ULTRA CARE 848 
DIOR,ROUGE DIOR ULTRA CARE 860 ,3348901476409,C011300860,,,,,,,,,,, DIOR00000694,ROUGE DIOR ULTRA CARE 860 
DIOR,ROUGE DIOR ULTRA CARE 866 ,3348901481106,C011300866,,,,,,,,,,, DIOR00000695,ROUGE DIOR ULTRA CARE 866 
DIOR,ROUGE DIOR ULTRA CARE 880 ,3348901476379,C011300880,,,,,,,,,,, DIOR00000696,ROUGE DIOR ULTRA CARE 880 
DIOR,ROUGE DIOR ULTRA CARE 975 ,3348901481151,C011300975,,,,,,,,,,, DIOR00000697,ROUGE DIOR ULTRA CARE 975 
DIOR,ROUGE DIOR ULTRA CARE 989 ,3348901481120,C011300989,,,,,,,,,,, DIOR00000698,ROUGE DIOR ULTRA CARE 989 
DIOR,ROUGE DIOR ULTRA CARE 999 ,3348901476355,C011300999,,,,,,,,,,, DIOR00000699,ROUGE DIOR ULTRA CARE 999 
DIOR,ADD LIPSTICK 260 INT19,3348901452397,C004800260,,,,,,,,,,, DIOR00000700,ADDICT LIPSTICK 260
DIOR,ADD LIPSTICK 267 INT19,3348901454339,C004800267,,,,,,,,,,, DIOR00000701,ADDICT LIPSTICK 267
DIOR,ADD LIPSTICK 352 INT19,3348901454315,C004800352,,,,,,,,,,, DIOR00000702,ADDICT LIPSTICK 352
DIOR,ADD LIPSTICK 535 INT19,3348901452366,C004800535,,,,,,,,,,, DIOR00000703,ADDICT LIPSTICK 535
DIOR,ADD LIPSTICK 536 INT19 - IT SHADE,3348901452571,C004800536,,,,,,,,,,, DIOR00000704,ADDICT LIPSTICK 536 - IT SHADE
DIOR,ADD LIPSTICK 553 INT19,3348901452403,C004800553,,,,,,,,,,, DIOR00000705,ADDICT LIPSTICK 553
DIOR,ADD LIPSTICK 578 INT19,3348901452496,C004800578,,,,,,,,,,, DIOR00000706,ADDICT LIPSTICK 578
DIOR,ADD LIPSTICK 579 INT19,3348901456852,C004800579,,,,,,,,,,, DIOR00000707,ADDICT LIPSTICK 579
DIOR,ADD LIPSTICK 612 INT19,3348901452359,C004800612,,,,,,,,,,, DIOR00000708,ADDICT LIPSTICK 612
DIOR,ADD LIPSTICK 623 INT19,3348901459334,C004800623,,,,,,,,,,, DIOR00000709,ADDICT LIPSTICK 623
DIOR,ADD LIPSTICK 649 INT19,3348901456845,C004800649,,,,,,,,,,, DIOR00000710,ADDICT LIPSTICK 649
DIOR,ADD LIPSTICK 667 INT19,3348901456821,C004800667,,,,,,,,,,, DIOR00000711,ADDICT LIPSTICK 667
DIOR,ADD LIPSTICK 673 INT19 - IT SHADE,3348901459341,C004800673,,,,,,,,,,, DIOR00000712,ADDICT LIPSTICK 673 - IT SHADE
DIOR,ADD LIPSTICK 859 INT19,3348901452427,C004800859,,,,,,,,,,, DIOR00000713,ADDICT LIPSTICK 859
DIOR,ADD LIPSTICK 863 INT19,3348901456869,C004800863,,,,,,,,,,, DIOR00000714,ADDICT LIPSTICK 863
DIOR,ADD LIPSTICK 881 INT19,3348901452335,C004800881,,,,,,,,,,, DIOR00000715,ADDICT LIPSTICK 881
DIOR,ADD LIPSTICK 891 INT19 - IT SHADE,3348901452540,C004800891,,,,,,,,,,, DIOR00000716,ADDICT LIPSTICK 891 - IT SHADE
DIOR,ADD LIPSTICK 976 INT19 - IT SHADE,3348901452489,C004800976,,,,,,,,,,, DIOR00000717,ADDICT LIPSTICK 976 - IT SHADE
DIOR,DIOR ADDICT LACQUER STICK 524,3348901340632,F002880524,,,,,,,,,,, DIOR00000718,DIOR ADDICTICT LACQUER STICK 524
DIOR,ROUGE DIOR ULTRA ROUGE 436,3348901408677,C003800436,,,,,,,,,,, DIOR00000719,ROUGE DIOR ULTRA ROUGE 436
DIOR,ROUGE DIOR ULTRA ROUGE 325,3348901408714,C003800325,,,,,,,,,,, DIOR00000720,ROUGE DIOR ULTRA ROUGE 325
DIOR,ROUGE DIOR ULTRA ROUGE 450,3348901408745,C003800450,,,,,,,,,,, DIOR00000721,ROUGE DIOR ULTRA ROUGE 450
DIOR,ROUGE DIOR ULTRA ROUGE 485,3348901408721,C003800485,,,,,,,,,,, DIOR00000722,ROUGE DIOR ULTRA ROUGE 485
DIOR,ROUGE DIOR ULTRA ROUGE 587,3348901408738,C003800587,,,,,,,,,,, DIOR00000723,ROUGE DIOR ULTRA ROUGE 587
DIOR,ROUGE DIOR ULTRA ROUGE 600,3348901408707,C003800600,,,,,,,,,,, DIOR00000724,ROUGE DIOR ULTRA ROUGE 600
DIOR,ROUGE DIOR ULTRA ROUGE 641,3348901408684,C003800641,,,,,,,,,,, DIOR00000725,ROUGE DIOR ULTRA ROUGE 641
