,,,,,,,,,,,,,,,
MARKA,Ürün Adı,BARKOD-1,REFERANS-1,BARKOD-2,REFERANS-2,BARKOD-3,REFERANS-3,BARKOD-4,REFERANS-4,BARKOD-5,REFERANS-5,BARKOD-6,REFERANS-6,UNIQ KOD,UNIQ ÜRÜN ADI
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 021 INT18,3348901383523,C000900021,,,,,,,,,,, DIOR00000360,DIORSKIN FOREVER UNDERCOVER FOUNDATION 021
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 022 INT18,3348901383530,C000900022,,,,,,,,,,, DIOR00000361,DIORSKIN FOREVER UNDERCOVER FOUNDATION 022
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 023 INT18,3348901383547,C000900023,,,,,,,,,,, DIOR00000362,DIORSKIN FOREVER UNDERCOVER FOUNDATION 023
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 025 INT18,3348901383561,C000900025,,,,,,,,,,, DIOR00000363,DIORSKIN FOREVER UNDERCOVER FOUNDATION 025
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 030 INT18,3348901383578,C000900030,,,,,,,,,,, DIOR00000364,DIORSKIN FOREVER UNDERCOVER FOUNDATION 030
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 031 INT18,3348901383585,C000900031,,,,,,,,,,, DIOR00000365,DIORSKIN FOREVER UNDERCOVER FOUNDATION 031
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 032 INT18,3348901383592,C000900032,,,,,,,,,,, DIOR00000366,DIORSKIN FOREVER UNDERCOVER FOUNDATION 032
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 035 INT18,3348901383622,C000900035,,,,,,,,,,, DIOR00000367,DIORSKIN FOREVER UNDERCOVER FOUNDATION 035
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 040 INT18,3348901383639,C000900040,,,,,,,,,,, DIOR00000368,DIORSKIN FOREVER UNDERCOVER FOUNDATION 040
DIOR,PRESTIGE NECTAR SERUM P/BTL 30ML INT 2015,3348901243520,F067032000,,,,,,,,,,, DIOR00000210,PRESTIGE NECTAR SERUM P/BTL 30ML INT 2015
DIOR,PRESTIGE LIGHT CR JAR 50ML INT16,3348901281140,F066153000,,,,,,,,,,, DIOR00000212,PRESTIGE LIGHT CR JAR 50ML INT16
DIOR,PRESTIGE CR EYES JAR 15ML INT16,3348901271585,F065751000,,,,,,,,,,, DIOR00000213,PRESTIGE CR EYES JAR 15ML INT16
DIOR,PRESTIGE NIGHT CREME JAR 50ML INT14,3348901190848,F068853000,,,,,,,,,,, DIOR00000215,PRESTIGE NIGHT CREME JAR 50ML INT14
DIOR,PRESTIGE NIGHT NECTAR P/BTL 30ML INT14,3348901190824,F068232000,,,,,,,,,,, DIOR00000217,PRESTIGE NIGHT NECTAR P/BTL 30ML INT14
DIOR,SKIN REPAIR CATAPLASME TB 75ML INT20,3348901563789,C099600743,,,,,,,,,,, DIOR00000240,SKIN REPAIR CATAPLASME TB 75 ML
DIOR,DBRZE SELF TAN LIQ SUN PBTL100ML INT20,3348901506274,C099600509,,,,,,,,,,, DIOR00000251,DBRONZE SELF TAN LIQ SUN PBTL100ML INT20
DIOR,BRONZE MILKY MIST SPF50,3348901450256,C099600298,,,,,,,,,,, DIOR00000252,DBRONZE MILKY MIST SPF 50
DIOR,DBRONZE MONOI BALM AFTER SUN TUBE 150ML INT18,3348901393393,C099600073,,,,,,,,,,, DIOR00000253,DBRONZE MONOI BALM AFTER SUN TUBE 150 ML
DIOR,DBRONZE OIL IN MIST SPF15 SPR 125ML INT18,3348901393409,C099600074,,,,,,,,,,, DIOR00000254,DBRONZE OIL IN MIST SPF15 SPR 125 ML
DIOR,DBRZ SELF-TANNING JELLY FACE TB 50ML INT17,3348901325134,F021243000,,,,,,,,,,, DIOR00000255,DBRONZE SELF-TANNING JELLY FACE TB 50 ML
DIOR,ONE ESSENTIAL BOOST SERUM 50ML,3348901365666,F072533080,,,,,,,,,,, DIOR00000190,ONE ESSENTIAL BOOSTER SERUM 50ML
DIOR,ONE ESSENTIAL BOOST SERUM 30ML,3348901365659,F072535080,,,,,,,,,,, DIOR00000191,ONE ESSENTIAL BOOSTER SERUM 30ML
DIOR,ONE ESS CITY DEFENSE 30ml INT15,3348901237291,F070312000,,,,,,,,,,, DIOR00000193,ONE ESSENTIAL CITY DEFENSE 15ml INT15
DIOR,PRESTIGE SLIM CUSHION BOX 010 14G INT20,3348901521130,C017100010,,,,,,,,,,, DIOR00000218,PRESTIGE SLIM CUSHION BOX 010 14 GR
DIOR,PRESTIGE SLIM CUSHION BOX 012 14G INT20,3348901521154,C017100012,,,,,,,,,,, DIOR00000219,PRESTIGE SLIM CUSHION BOX 012 14 GR
DIOR,PRESTIGE SLIM CUSHION BOX 020 14G INT20,3348901521413,C017100020,,,,,,,,,,, DIOR00000220,PRESTIGE SLIM CUSHION BOX 020 14 GR
DIOR,PRESTIGE SLIM CUSHION BOX 030 14G INT20,3348901521420,C017100030,,,,,,,,,,, DIOR00000221,PRESTIGE SLIM CUSHION BOX 030 14 GR
DIOR,PRESTIGE CUSHION BOX 010 15G INT18,3348901319607,F063090010,,,,,,,,,,, DIOR00000222,PRESTIGE CUSHION BOX 010 15 GR
DIOR,PRESTIGE CUSHION BOX 020 15G INT18,3348901319614,F063090020,,,,,,,,,,, DIOR00000223,PRESTIGE CUSHION BOX 020 15 GR
DIOR,PRESTIGE CUSHION BOX 030 15G INT18,3348901319621,F063090030,,,,,,,,,,, DIOR00000224,PRESTIGE CUSHION BOX 030 15 GR
DIOR,DREAMSKIN CARE AND PERFECT 75ML,3348901507271,C099600510,,,,,,,,,,, DIOR00000185,DREAMSKIN CARE AND PERFECT 75ML
DIOR,DRSK SLEEVE EMUL P/BTL 50ML INT19,3348901471268,C099600398,,,,,,,,,,, DIOR00000186,DREAMSKIN SLEEVE EMUL P/BTL 50ML INT19
DIOR,DRSK EMUL P/BTL 30ML INT19,3348901470834,C099600389,,,,,,,,,,, DIOR00000187,DREAMSKIN EMUL P/BTL 30ML INT19
DIOR,C/TOT CELL ENERGY SERUM P/BTL 75ML W/SLEEVE INT21,3348901563635,C099600745,,,,,,,,,,, DIOR00000164,C/TOT CELL ENERGY SERUM P/BTL 75ML W/SLEEVE INT21
DIOR,SNOW ESSENCE OF LIGHT SERUM BTL 30ML INT21,3348901539944,C099600599,,,,,,,,,,, DIOR00000177,SNOW ESS OF LIGHT SERUM BTL 30ML INT21
DIOR,SNOW ESSENCE OF LIGHT SERUM BTL 50ML INT21,3348901539951,C099600600,,,,,,,,,,, DIOR00000178,SNOW ESS OF LIGHT SERUM BTL 50ML INT21
DIOR,SNOW UV50 SHIELD EMULSION TONE UP BTL 30ML INT21,3348901540025,C099672601,,,,,,,,,,, DIOR00000179,SNOW UV50 SHIELD EMULSION TONE UP BTL 30ML INT21
DIOR,SNOW UV50 SHIELD EMULSION TB 30ML INT20,3348901495974,C099620428,,,,,,,,,,, DIOR00000181,SNOW UV50 SHIELD EMULSION TB 30ML INT20
DIOR,CAPTURE YOUTH AGE DELAY ADVANCED CREME 50ML,3348901377904,C099600010,,,,,,,,,,, DIOR00000145,CAPTURE YOUTH AGE DELAY ADVANCED CREME 50ML
DIOR,CAPTURE YOUTH PLUMP FILLER AGE DELAY PLUMPING SERUM,3348901377911,C099600011,,,,,,,,,,, DIOR00000146,CAPTURE YOUTH PLUMP FILLER AGE DELAY PLUMPING SERUM
DIOR,CAPTURE YOUTH GLOW BOOSTER AGE DELAY ILLUMINATING SERUM,3348901377928,C099600012,,,,,,,,,,, DIOR00000149,CAPTURE YOUTH GLOW BOOSTER AGE DELAY ILLUMINATING SERUM
DIOR,CAPTURE YOUTH EYE TREATMENT P/BTL 15ML CN19,3348901458191,C099690163,,,,,,,,,,, DIOR00000159,CAPTURE YOUTH EYE TREATMENT P/BTL 15ML CN19
DIOR,CAPTURE YOUTH INTENSE SERUM BTL 30ML CN19,3348901458214,C099690265,,,,,,,,,,, DIOR00000160,CAPTURE YOUTH INTENSE SERUM BTL 30ML CN19
DIOR,MISS DIOR ORIGINAL EDT 100 ML,3348900142312,F006224909,,,,,,,,,,, DIOR00000015,MISS DIOR ORIGINAL EDT 100 ML
DIOR,MISS DIOR ORIGINAL EDT 50 ML,3348900142305,F006222909,,,,,,,,,,, DIOR00000016,MISS DIOR ORIGINAL EDT 50 ML
DIOR,CAPTURE YOUTH REDNESS SOOTHER AGE DELAY,3348901392792,C099600077,,,,,,,,,,, DIOR00000150,CAPTURE YOUTH REDNESS SOOTHER AGE DELAY
DIOR,CAPTURE YOUTH LIFT SCULPTOR AGE DELAY LIFTING SERUM,3348901377935,C099600013,,,,,,,,,,, DIOR00000147,CAPTURE YOUTH LIFT SCULPTOR AGE DELAY LIFTING SERUM
DIOR,CAPTURE YOUTH MATTE MAXIMIZER AGE DELAY MATIFYING SERUM,3348901392785,C099600076,,,,,,,,,,, DIOR00000148,CAPTURE YOUTH MATTE MAXIMIZER AGE DELAY MATIFYING SERUM
DIOR,CAPTURE YOUTH RESURFACING LOTION BTL 150ML CN19,3348901458238,C099690161,,,,,,,,,,, DIOR00000157,CAPTURE YOUTH RESURFACING LOTION BTL 150ML CN19
DIOR,CAPTURE YOUTH CREME PEELING JAR 50ML SC19,3348901459723,C099690162,,,,,,,,,,, DIOR00000158,CAPTURE YOUTH CREME PEELING JAR 50ML SC19
DIOR,CTOT SER PBTL 30ML INT20,3348901479400,C099600424,,,,,,,,,,, DIOR00000167,CTOT SER PBTL 30ML INT20
DIOR,CTOT SER PBTL 50ML INT20,3348901479516,C099600425,,,,,,,,,,, DIOR00000168,CTOT SER PBTL 50ML INT20
DIOR,CTOT LOTION BTL 175ML INT20,3348901477635,C099600417,,,,,,,,,,, DIOR00000170,CTOT LOTION BTL 175ML INT20
DIOR,C/TOT CLEANING FOAM TB 150ML INT20,3348901477659,C099600419,,,,,,,,,,, DIOR00000171,C/TOT CLEANING FOAM TB 150ML INT20
DIOR,CTOT SER WSLEEVE BTL 50ML ,3348901503433,C099600492,,,,,,,,,,, DIOR00000172,CTOT SER WSLEEVE BTL 50ML 
DIOR,CTOT SER WSLEEVE BTL 30ML ,3348901485180,C099600453,,,,,,,,,,, DIOR00000173,CTOT SER WSLEEVE BTL 30ML 
DIOR,CTOT CR WSLEEVE JAR 50ML ,3348901485197,C099600454,,,,,,,,,,, DIOR00000174,CTOT CR WSLEEVE JAR 50ML 
DIOR,C/TOT MP NIGHT CREME  REFILL JAR 60ML INT14,3348901205566,F060750999,,,,,,,,,,, DIOR00000176,C/TOT MP NIGHT CREME  REFILL JAR 60ML INT14
DIOR,SNOW CLOUD CR JAR 50ML INT17,3348901306683,F041053000,,,,,,,,,,, DIOR00000180,SNOW CLOUD CR JAR 50ML INT17
DIOR,SNOW SER ESS OF LIGHT BTL 30ML INT18,3348901358583,F046112000,,,,,,,,,,, DIOR00000182,SNOW SER ESS OF LIGHT BTL 30ML INT18
DIOR,SNW LIQUID LIGHT FL P/BTL 30ML INT19,3348901429375,C099600181,,,,,,,,,,, DIOR00000183,SN0W LIQUID LIGHT FL P/BTL 30ML INT19
DIOR,SNOW FRESH CC TB 020 30ML INT17,3348901306713,F046042020,,,,,,,,,,, DIOR00000184,SNOW FRESH CC TB 020 30ML INT17
DIOR,DRSK 1 MIN MASK TB 75ML INT19,3348901470827,C099600391,,,,,,,,,,, DIOR00000188,DREAMSKIN 1 MIN MASK TB 75ML INT19
DIOR,O.ESS EYE TREAT P/BTL 15ML INT16,3348901281058,F072131000,,,,,,,,,,, DIOR00000192,ONE ESSENTIAL EYE TREAT P/BTL 15ML INT16
DIOR,PRESTIGE MICELLAR FOAM TUBE 120ML,3348901390415,C099600035,,,,,,,,,,, DIOR00000198,PRESTIGE MICELLAR FOAM TUBE 120 ML
DIOR,PRESTIGE BALM JAR 150ML,3348901390422,C099600036,,,,,,,,,,, DIOR00000199,PRESTIGE BALM JAR 150 ML
DIOR,PRESTIGE SCRUB JAR 150ML,3348901390439,C099600037,,,,,,,,,,, DIOR00000200,PRESTIGE SCRUB JAR 150 ML
DIOR,PRESTIGE SERUM DE ROSE EYE TB 15ML INT18,3348901398909,C099600087,,,,,,,,,,, DIOR00000209,PRESTIGE SERUM DE ROSE EYE TB 15ML INT18
DIOR,PRESTIGE CREME JAR 50ML INT 2015,3348901243537,F067053000,,,,,,,,,,, DIOR00000211,PRESTIGE CREME JAR 50ML INT 2015
DIOR,PRESTIGE RICH CR JAR 50ML INT17,3348901326056,F067653000,,,,,,,,,,, DIOR00000214,PRESTIGE RICH CR JAR 50ML INT17
DIOR,HYDRALIFE SORBET DROPLET EMUL BTL 50ML INT20,3348901484213,C099600444,,,,,,,,,,, DIOR00000225,HYDRALIFE SORBET DROPLET EMUL BTL 50 ML
DIOR,HYDRALIFE SORBET BALM JAR 50 ML,3348901379564,C099600031,,,,,,,,,,, DIOR00000228,HYDRALIFE SORBET BALM JAR 50 ML
DIOR,HYDRALIFE MICELLAR MILK 200 ML,3348901379588,C099600032,,,,,,,,,,, DIOR00000229,HYDRALIFE MICELLAR MILK 200 ML
DIOR,HYDRALIFE TRI-PHASIC MU REMOVER 125ML,3348901379601,C099600033,,,,,,,,,,, DIOR00000230,HYDRALIFE TRI-PHASIC MU REMOVER 125 ML
DIOR,HYDRALIFE FRESH HYDRATION - SORBET CREME JAR 50ML,3348901330565,F069253000,,,,,,,,,,, DIOR00000231,HYDRALIFE FRESH HYDRATION - SORBET CREME JAR 50 ML
DIOR,HYDRALIFE GLOW BETTER - FRESH JELLY MASK 50ML,3348901362863,F069053001,,,,,,,,,,, DIOR00000233,HYDRALIFE GLOW BETTER - FRESH JELLY MASK 50 ML
DIOR,HYDRALIFE PORES AWAY - PINK CLAY MASK 50ML,3348901330596,F069553000,,,,,,,,,,, DIOR00000234,HYDRALIFE PORES AWAY - PINK CLAY MASK 50 ML
DIOR,HYDRALIFE EXTRA PLUMP - SMOOTH BALM MASK JAR 50ML,3348901330619,F069153000,,,,,,,,,,, DIOR00000235,HYDRALIFE EXTRA PLUMP - SMOOTH BALM MASK JAR 50 ML
DIOR,HYDRALIFE LOTION TO FOAM - FRESH CLEANSER 190ML,3348901329194,F012135000,,,,,,,,,,, DIOR00000236,HYDRALIFE LOTION TO FOAM - FRESH CLEANSER 190 ML
DIOR,HYDRALIFE MICELLAR WATER - NO RINSE CLEANSER 200ML,3348901329262,F012136000,,,,,,,,,,, DIOR00000237,HYDRALIFE MICELLAR WATER - NO RINSE CLEANSER 200 ML
DIOR,HYDRALIFE OIL TO MILK - MAKEUP REMOVING CLEANSER 200ML,3348901329200,F022136000,,,,,,,,,,, DIOR00000238,HYDRALIFE OIL TO MILK - MAKEUP REMOVING CLEANSER 200 ML
DIOR,HYDRALIFE TIME TO GLOW - ULTRA FINE EXFOLIATING POWDER 40G,3348901329187,F002590000,,,,,,,,,,, DIOR00000239,HYDRALIFE TIME TO GLOW - ULTRA FINE EXFOLIATING POWDER 40 GR
DIOR,ODV CREME RICHE REFBLE JAR 50 ML,3348901008426,F062453000,,,,,,,,,,, DIOR00000244,ODV CREME RICHE REFBLE JAR 50 ML
DIOR,ODV CREME REFBLE JAR 50 ML,3348901008419,F062453100,,,,,,,,,,, DIOR00000245,ODV CREME REFBLE JAR 50 ML
DIOR,ODV CREME RICHE REFIL JAR 50 ML,3348901008389,F062453099,,,,,,,,,,, DIOR00000249,ODV CREME RICHE REFIL JAR 50 ML
DIOR,ODV CREME REFIL JAR 50 ML,3348901008372,F062453199,,,,,,,,,,, DIOR00000250,ODV CREME REFIL JAR 50 ML
DIOR,DBRONZE MILKY MIST SPF30 SPR 125ML INT18,3348901393416,C099600075,,,,,,,,,,, DIOR00000256,DBRONZE MILKY MIST SPF30 SPR 125 ML
DIOR,DBRONZE CREME FACE SPF30 TB 50ML INT16,3348901292795,F021143000,,,,,,,,,,, DIOR00000257,DBRONZE CREME FACE SPF30 TB 50 ML
DIOR,DBRONZE CREME FACE SPF50 TB 50ML INT16,3348901292801,F021443000,,,,,,,,,,, DIOR00000258,DBRONZE CREME FACE SPF50 TB 50 ML
DIOR,DREAMSKIN MOIST CUSHION 2X15G 000 ,3348901423182,C005500100,,,,,,,,,,, DIOR00000262,DREAMSKIN MOIST CUSHION 2X15 GR 000 
DIOR,"DSK FORV FL 30ML 1,5W INT21",3348901550451,C006300222,,,,,,,,,,, DIOR00000303,"DIORSKIN FOREVER FL 30 ML 1,5W"
DIOR,"DSK FORV FL 30ML 2,5W INT21",3348901556378,C006300225,,,,,,,,,,, DIOR00000304,"DIORSKIN FOREVER FL 30 ML 2,5W"
DIOR,"DSK FORV FL SKIN GLOW 30ML 1,5W INT21",3348901550468,C007100222,,,,,,,,,,, DIOR00000305,"DIORSKIN FOREVER FL SKIN GLOW 30 ML 1,5W"
DIOR,"DSK FORV FL SKIN GLOW 30ML 2,5W INT21",3348901556361,C007100225,,,,,,,,,,, DIOR00000306,"DIORSKIN FOREVER FL SKIN GLOW 30 ML 2,5W"
DIOR,DSK FORV SKIN VEIL PRIMER 001 INT21,3348901514774,C016400001,,,,,,,,,,, DIOR00000307,DIORSKIN FOREVER SKIN VEIL PRIMER 001
DIOR,DSK FORV SKIN CC CONCEAL 1N INT20,3348901484541,C012300010,,,,,,,,,,, DIOR00000314,DIORSKIN FOREVER SKIN CC CONCEAL 1N
DIOR,DSK FORV SKIN CC CONCEAL 1W INT20,3348901484558,C012300011,,,,,,,,,,, DIOR00000315,DIORSKIN FOREVER SKIN CC CONCEAL 1W
DIOR,DSK FORV SKIN CORRECT 1CR INT20,3348901484534,C012300012,,,,,,,,,,, DIOR00000316,DIORSKIN FOREVER SKIN CORRECT 1CR
DIOR,"DSK FORV SKIN CC CONCEAL 1,5N INT20",3348901484527,C012300015,,,,,,,,,,, DIOR00000317,"DIORSKIN FOREVER SKIN CC CONCEAL 1,5N"
DIOR,DSK FORV SKIN CC CONCEAL 2N INT20,3348901484589,C012300020,,,,,,,,,,, DIOR00000318,DIORSKIN FOREVER SKIN CC CONCEAL 2N
DIOR,DSK FORV SKIN CC CONCEAL 2W INT20,3348901484596,C012300021,,,,,,,,,,, DIOR00000319,DIORSKIN FOREVER SKIN CC CONCEAL 2W
DIOR,DSK FORV SKIN CC CONCEAL 2WP INT20,3348901484619,C012300023,,,,,,,,,,, DIOR00000320,DIORSKIN FOREVER SKIN CC CONCEAL 2WP
DIOR,"DSK FORV SKIN CC CONCEAL 2,5N INT20",3348901484565,C012300025,,,,,,,,,,, DIOR00000321,"DIORSKIN FOREVER SKIN CC CONCEAL 2,5N"
DIOR,DSK FORV SKIN CC CONCEAL 3N INT20,3348901484626,C012300030,,,,,,,,,,, DIOR00000322,DIORSKIN FOREVER SKIN CC CONCEAL 3N
DIOR,"DSK FORV SKIN CC CONCEAL 3,5N INT20",3348901504430,C012300035,,,,,,,,,,, DIOR00000323,"DIORSKIN FOREVER SKIN CC CONCEAL 3,5N"
DIOR,DSK FORV SKIN CC CONCEAL 4N INT20,3348901484657,C012300040,,,,,,,,,,, DIOR00000324,DIORSKIN FOREVER SKIN CC CONCEAL 4N
DIOR,DSK FORV SKIN CC CONCEAL 2CR INT20,3348901484572,C012300022,,,,,,,,,,, DIOR00000325,DIORSKIN FOREVER SKIN CC CONCEAL 2CR
DIOR,C/TOT FDT CPT 021 A/J14,3348901181686,F070720021,,,,,,,,,,, DIOR00000334,CAPTURE TOTAL FDT CELLULAR PERFORMANCET 021 A/J14
DIOR,DSK FORV FL 0.5N ,3348901437769,C006300005,,,,,,,,,,, DIOR00000335,DIORSKIN FOREVER FL 0.5N 
DIOR,DSK FORV FL 1N ,3348901437783,C006300010,,,,,,,,,,, DIOR00000336,DIORSKIN FOREVER FL 1N 
DIOR,DSK FORV FL 1CR ,3348901438452,C006300012,,,,,,,,,,, DIOR00000337,DIORSKIN FOREVER FL 1CR 
DIOR,DSK FORV FL 1.5N ,3348901437806,C006300015,,,,,,,,,,, DIOR00000338,DIORSKIN FOREVER FL 1.5N 
DIOR,DSK FORV FL 2N ,3348901437813,C006300020,,,,,,,,,,, DIOR00000339,DIORSKIN FOREVER FL 2N 
DIOR,DSK FORV FL 2CR ,3348901438476,C006300022,,,,,,,,,,, DIOR00000340,DIORSKIN FOREVER FL 2CR 
DIOR,DSK FORV FL 2WP ,3348901438308,C006300023,,,,,,,,,,, DIOR00000341,DIORSKIN FOREVER FL 2WP 
DIOR,DSK FORV FL 2.5N ,3348901437837,C006300025,,,,,,,,,,, DIOR00000342,DIORSKIN FOREVER FL 2.5N 
DIOR,DSK FORV FL 3N ,3348901437844,C006300030,,,,,,,,,,, DIOR00000343,DIORSKIN FOREVER FL 3N 
DIOR,DSK FORV FL 3WP ,3348901438322,C006300033,,,,,,,,,,, DIOR00000344,DIORSKIN FOREVER FL 3WP 
DIOR,DSK FORV FL 3.5N ,3348901437868,C006300035,,,,,,,,,,, DIOR00000345,DIORSKIN FOREVER FL 3.5N 
DIOR,DSK FORV FL 4N ,3348901437875,C006300040,,,,,,,,,,, DIOR00000346,DIORSKIN FOREVER FL 4N 
DIOR,DSK FORV FL 4.5N ,3348901437899,C006300045,,,,,,,,,,, DIOR00000347,DIORSKIN FOREVER FL 4.5N 
DIOR,DSK FORV FL 5N ,3348901437905,C006300050,,,,,,,,,,, DIOR00000348,DIORSKIN FOREVER FL 5N 
DIOR,DSK FORV FL SK GLW 1N ,3348901438520,C007100010,,,,,,,,,,, DIOR00000349,DIORSKIN FOREVER FL SK GLOW 1N 
DIOR,DSK FORV FL SK GLW 1.5N ,3348901438537,C007100015,,,,,,,,,,, DIOR00000350,DIORSKIN FOREVER FL SK GLOW 1.5N 
DIOR,DSK FORV FL SK GLW 2N ,3348901438544,C007100020,,,,,,,,,,, DIOR00000351,DIORSKIN FOREVER FL SK GLOW 2N 
DIOR,DSK FORV FL SK GLW 2.5N ,3348901438551,C007100025,,,,,,,,,,, DIOR00000352,DIORSKIN FOREVER FL SK GLOW 2.5N 
DIOR,DSK FORV FL SK GLW 3N ,3348901438568,C007100030,,,,,,,,,,, DIOR00000353,DIORSKIN FOREVER FL SK GLOW 3N 
DIOR,DSK FORV FL SK GLW 3.5N ,3348901438575,C007100035,,,,,,,,,,, DIOR00000354,DIORSKIN FOREVER FL SK GLOW 3.5N 
DIOR,DSK FORV FL SK GLW 4N ,3348901438582,C007100040,,,,,,,,,,, DIOR00000355,DIORSKIN FOREVER FL SK GLOW 4N 
DIOR,DSK FORV FL SK GLW 4.5N ,3348901438599,C007100045,,,,,,,,,,, DIOR00000356,DIORSKIN FOREVER FL SK GLOW 4.5N 
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 050 INT18,3348901383677,C000900050,,,,,,,,,,, DIOR00000369,DIORSKIN FOREVER UNDERCOVER FOUNDATION 050
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 045 INT18,3348901383660,C000900045,,,,,,,,,,, DIOR00000370,DIORSKIN FOREVER UNDERCOVER FOUNDATION 045
DIOR,DIORSKIN FOREVER UNDERCOVER FOUNDATION 033 INT18,3348901383608,C000900033,,,,,,,,,,, DIOR00000371,DIORSKIN FOREVER UNDERCOVER FOUNDATION 033
DIOR,DSK FORV PDR LOOSE 001 INT16,3348901282680,F072070001,,,,,,,,,,, DIOR00000379,DIORSKIN FOREVER PDR LOOSE 001
DIOR,DSK FORV PRIMER BASE 001 INT16,3348901282604,F077970001,,,,,,,,,,, DIOR00000380,DIORSKIN FOREVER PRIMER BASE 001
DIOR,DIORSKIN FOREVER EXTREME CONTROL 010,3348901317047,F033250010,,,,,,,,,,, DIOR00000385,DIORSKIN FOREVER EXTREME CONTROL 010
DIOR,DIORSKIN FOREVER EXTREME CONTROL 020,3348901317078,F033250020,,,,,,,,,,, DIOR00000386,DIORSKIN FOREVER EXTREME CONTROL 020
DIOR,DIORSKIN FOREVER EXTREME CONTROL 040,3348901317139,F033250040,,,,,,,,,,, DIOR00000387,DIORSKIN FOREVER EXTREME CONTROL 040
DIOR,DIORSKIN FOREVER EXTREME CONTROL 030,3348901317115,F033250030,,,,,,,,,,, DIOR00000388,DIORSKIN FOREVER EXTREME CONTROL 030
DIOR,DIORSKIN FOREVER EXTREME CONTROL 032,3348901317122,F033250032,,,,,,,,,,, DIOR00000389,DIORSKIN FOREVER EXTREME CONTROL 032
DIOR,DIORSKIN FOREVER EXTREME CONTROL 023,3348901317108,F033250023,,,,,,,,,,, DIOR00000390,DIORSKIN FOREVER EXTREME CONTROL 023
DIOR,DIORSKIN FOREVER EXTREME CONTROL 035,3348901342704,F033250035,,,,,,,,,,, DIOR00000391,DIORSKIN FOREVER EXTREME CONTROL 035
DIOR,DIORSKIN FOREVER EXTREME CONTROL 025,3348901342698,F033250025,,,,,,,,,,, DIOR00000392,DIORSKIN FOREVER EXTREME CONTROL 025
DIOR,DSK NUDE AIR LOOSE PDR 020 INT15,3348901248358,F072035020,,,,,,,,,,, DIOR00000393,DIORSKIN NUDE AIR LOOSE PDR 020
DIOR,DSK NUDE AIR LOOSE PDR 030 INT15,3348901248365,F072035030,,,,,,,,,,, DIOR00000394,DIORSKIN NUDE AIR LOOSE PDR 030
DIOR,DSK NUDE AIR LOOSE PDR 040 INT15        ,3348901248372,F072035040,,,,,,,,,,, DIOR00000395,DIORSKIN NUDE AIR LOOSE PDR 040        
DIOR,DSK NUDE AIR LOOSE PDR 010 INT15,3348901248334,F072035010,,,,,,,,,,, DIOR00000396,DIORSKIN NUDE AIR LOOSE PDR 010
DIOR,DSK NUDE AIR LOOSE PDR 012 INT15,3348901248341,F072035012,,,,,,,,,,, DIOR00000397,DIORSKIN NUDE AIR LOOSE PDR 012
DIOR,DSK NUDE AIR FDT SER 020 30ML INT15,3348901238038,F077893020,,,,,,,,,,, DIOR00000398,DIORSKIN NUDE AIR FDT SER 020 30 ML
DIOR,DSK NUDE AIR FDT SER 030 30ML INT15,3348901248105,F077893030,,,,,,,,,,, DIOR00000399,DIORSKIN NUDE AIR FDT SER 030 30 ML
DIOR,DSK NUDE AIR FDT SER 010 30ML INT15,3348901248075,F077893010,,,,,,,,,,, DIOR00000400,DIORSKIN NUDE AIR FDT SER 010 30 ML
DIOR,DSK NUDE AIR FDT SER 023 30ML INT15,3348901248099,F077893023,,,,,,,,,,, DIOR00000401,DIORSKIN NUDE AIR FDT SER 023 30 ML
DIOR,DSK NUDE AIR FDT SER 033 30ML INT15,3348901250849,F077893033,,,,,,,,,,, DIOR00000402,DIORSKIN NUDE AIR FDT SER 033 30 ML
DIOR,DSK NUDE AIR FDT SER 040 30ML INT15,3348901248112,F077893040,,,,,,,,,,, DIOR00000403,DIORSKIN NUDE AIR FDT SER 040 30 ML
DIOR,DIORSKIN MINERAL NUDE LUMINIZER POWDER 001,3348901399883,C002200001,,,,,,,,,,, DIOR00000404,DIORSKIN MINERAL NUDE LUMINIZER POWDER 001
DIOR,DIORSKIN MINERAL NUDE LUMINIZER POWDER 002,3348901399890,C002200002,,,,,,,,,,, DIOR00000405,DIORSKIN MINERAL NUDE LUMINIZER POWDER 002
DIOR,DIORSKIN MINERAL NUDE LUMINIZER POWDER 003,3348901399906,C002200003,,,,,,,,,,, DIOR00000406,DIORSKIN MINERAL NUDE LUMINIZER POWDER 003
DIOR,DIORSKIN MINERAL NUDE LUMINIZER POWDER 004,3348901399913,C002200004,,,,,,,,,,, DIOR00000407,DIORSKIN MINERAL NUDE LUMINIZER POWDER 004
DIOR,DSK MINERAL NUDE BRONZE PDR 001 INT18,3348901399654,C002000001,,,,,,,,,,, DIOR00000408,DIORSKIN MINERAL NUDE BRONZE PDR 001
